text@amm1983m	@amm1983m	284.397	305.082	но / знаешь / ну / и на этом можно сказать / что / например / ааа / там / сз... северные эээ кинооператоры / например / они лучшие колористы / чем южные / да? // потому что света меньше / и поэтому ц... оттенки чувствуешь лучше // а там очень ярко / иии / там / с Торрейра / например / знаменитый / да / который с н... с... кс... с кем только не работал / гениальный оператор // считается там / что он лучший колорист в мире // именно по этой / по этой причине
text@amm1983m	@amm1983m	305.498	307.151	но искусственный интеллект это / кстати говоря / изменит
text@amm1983m	@amm1983m	309.796	311.731	ну в смысле будет неважно какое у тебя чувство цвета
text@amm1983m	@amm1983m	326.86	327.331	к реальности
text@amm1983m	@amm1983m	330.242	330.94	нет-нет-нет
text@amm1983m	@amm1983m	331.496	332.236	ну да / хорошо
text@amm1983m	@amm1983m	370.565	370.994	конечно
text@amm1983m	@amm1983m	372.036	374.973	ну и ты прекрасно знаешь что если нас перевернуть мы потом будем видеть перевёрнуто
text@amm1983m	@amm1983m	385.914	387.732	и красота в глазах смотрящих как известно
text@amm1983m	@amm1983m	387.751	388.065	а да
text@amm1983m	@amm1983m	413.6	414.562	давай резюмируем это
text@amm1983m	@amm1983m	414.729	415.874	значит бояться этого не надо
text@amm1983m	@amm1983m	416.398	423.54	искусственного интеллекта / да / и роботы не... не плохие / ну то есть поли... робот-пылесос / эээ не не... / не подскочит на робот-телевизор и не убьёт нас
text@amm1983m	@amm1983m	427.505	430.682	я просто немного деконструировал сейчас / наш диалог чтобы было поинтереснее ребятам
text@amm1983m	@amm1983m	432.356	432.503	#смеётся#
text@amm1983m	@amm1983m	436.671	439.636	то есть ты хочешь ска... сказать что ро... робот-пылесос реально знает плохих
text@amm1983m	@amm1983m	440.562	442.388	а он кстати многое знает робот-пылесос
text@amm1983m	@amm1983m	442.657	443.322	все тайны
text@amm1983m	@amm1983m	446.637	446.761	да
text@amm1983m	@amm1983m	447.173	447.329	да
text@amm1983m	@amm1983m	456.504	456.683	ага
text@amm1983m	@amm1983m	487.214	488.794	да чтоб мы не переубивали друг друга да
text@amm1983m	@amm1983m	520.657	521.122	ага
text@amm1983m	@amm1983m	548.335	550.209	бонусы / дивиденды да / которые ты от этого получишь
text@amm1983m	@amm1983m	584.845	585.072	ага
text@amm1983m	@amm1983m	586.8	591.633	они поэтому #нрзб# человек боится всего неизведанного / и чем он лучше понимает тем лучше он к этому относится
text@amm1983m	@amm1983m	591.663	597.762	спрашивать тебя как работает искусственный интеллект / ну / мне кажется / я не буду потому что
text@amm1983m	@amm1983m	597.889	598.206	пожалуйста
text@amm1983m	@amm1983m	601.317	601.628	спасибо
words@ipy1987m	@ipy1987m	9.317	9.613	я
words@ipy1987m	@ipy1987m	9.613	9.909	наверное
words@ipy1987m	@ipy1987m	9.909	10.205	опять
words@ipy1987m	@ipy1987m	10.205	10.501	/
words@ipy1987m	@ipy1987m	10.501	10.797	расскажу
words@ipy1987m	@ipy1987m	10.797	11.093	не
words@ipy1987m	@ipy1987m	11.093	11.389	то
words@ipy1987m	@ipy1987m	11.389	11.685	что
words@ipy1987m	@ipy1987m	11.685	11.981	ты
words@ipy1987m	@ipy1987m	11.981	12.277	хочешь
words@ipy1987m	@ipy1987m	12.277	12.578	услышать
words@ipy1987m	@ipy1987m	12.998	13.59	значит
words@ipy1987m	@ipy1987m	15.943	16.428	значит
words@ipy1987m	@ipy1987m	16.575	16.8	я
words@ipy1987m	@ipy1987m	16.8	17.025	/
words@ipy1987m	@ipy1987m	17.025	17.25	в
words@ipy1987m	@ipy1987m	17.25	17.475	своих
words@ipy1987m	@ipy1987m	17.475	17.7	лекциях
words@ipy1987m	@ipy1987m	17.7	17.925	часто
words@ipy1987m	@ipy1987m	17.925	18.15	привожу
words@ipy1987m	@ipy1987m	18.15	18.381	пример
words@ipy1987m	@ipy1987m	18.846	19.05	что
words@ipy1987m	@ipy1987m	19.05	19.254	в
words@ipy1987m	@ipy1987m	19.254	19.458	девяносто
words@ipy1987m	@ipy1987m	19.458	19.662	восьмом
words@ipy1987m	@ipy1987m	19.662	19.866	году
words@ipy1987m	@ipy1987m	21.292	21.44	нет
words@ipy1987m	@ipy1987m	21.44	21.588	/
words@ipy1987m	@ipy1987m	21.588	21.736	в
words@ipy1987m	@ipy1987m	21.736	21.884	девяносто
words@ipy1987m	@ipy1987m	21.884	22.033	седьмом
words@ipy1987m	@ipy1987m	22.144	22.328	в
words@ipy1987m	@ipy1987m	22.328	22.512	девяносто
words@ipy1987m	@ipy1987m	22.512	22.696	седьмом
words@ipy1987m	@ipy1987m	22.696	22.88	году
words@ipy1987m	@ipy1987m	22.88	23.064	Гарри
words@ipy1987m	@ipy1987m	23.064	23.248	Каспаров
words@ipy1987m	@ipy1987m	23.248	23.432	играл
words@ipy1987m	@ipy1987m	23.432	23.616	с
words@ipy1987m	@ipy1987m	23.616	23.8	Дип
words@ipy1987m	@ipy1987m	23.8	23.991	Блю
words@ipy1987m	@ipy1987m	24.637	24.942	мир
words@ipy1987m	@ipy1987m	24.942	25.247	смотрел
words@ipy1987m	@ipy1987m	25.247	25.552	на
words@ipy1987m	@ipy1987m	25.552	25.857	это
words@ipy1987m	@ipy1987m	25.857	26.162	затаив
words@ipy1987m	@ipy1987m	26.162	26.472	дыхание
words@ipy1987m	@ipy1987m	27.322	27.626	мы
words@ipy1987m	@ipy1987m	27.626	27.93	ждали
words@ipy1987m	@ipy1987m	27.93	28.234	момента
words@ipy1987m	@ipy1987m	28.234	28.538	когда
words@ipy1987m	@ipy1987m	28.538	28.842	человек
words@ipy1987m	@ipy1987m	28.842	29.146	сможет
words@ipy1987m	@ipy1987m	29.146	29.45	доказать
words@ipy1987m	@ipy1987m	29.45	29.754	своё
words@ipy1987m	@ipy1987m	29.754	30.058	превосходство
words@ipy1987m	@ipy1987m	30.058	30.362	над
words@ipy1987m	@ipy1987m	30.362	30.675	машиной
words@ipy1987m	@ipy1987m	30.8	30.964	и
words@ipy1987m	@ipy1987m	31.298	31.495	это
words@ipy1987m	@ipy1987m	31.495	31.692	не
words@ipy1987m	@ipy1987m	31.692	31.89	получилось
words@ipy1987m	@ipy1987m	33.009	33.375	в
words@ipy1987m	@ipy1987m	33.375	33.741	девяносто
words@ipy1987m	@ipy1987m	33.741	34.107	восьмом
words@ipy1987m	@ipy1987m	34.107	34.473	году
words@ipy1987m	@ipy1987m	34.473	34.839	/
words@ipy1987m	@ipy1987m	34.839	35.205	сам
words@ipy1987m	@ipy1987m	35.205	35.571	Гарри
words@ipy1987m	@ipy1987m	35.571	35.937	/
words@ipy1987m	@ipy1987m	35.937	36.303	Кимович
words@ipy1987m	@ipy1987m	36.303	36.669	предложил
words@ipy1987m	@ipy1987m	36.669	37.035	играть
words@ipy1987m	@ipy1987m	37.035	37.401	/
words@ipy1987m	@ipy1987m	37.401	37.767	в
words@ipy1987m	@ipy1987m	37.767	38.133	/
words@ipy1987m	@ipy1987m	38.133	38.499	продвинутые
words@ipy1987m	@ipy1987m	38.499	38.874	шахматы
words@ipy1987m	@ipy1987m	39.503	39.67	эээ
words@ipy1987m	@ipy1987m	39.67	39.837	/
words@ipy1987m	@ipy1987m	39.837	40.004	и
words@ipy1987m	@ipy1987m	40.004	40.171	/
words@ipy1987m	@ipy1987m	40.171	40.338	по
words@ipy1987m	@ipy1987m	40.338	40.505	-
words@ipy1987m	@ipy1987m	40.505	40.672	моему
words@ipy1987m	@ipy1987m	40.672	40.839	они
words@ipy1987m	@ipy1987m	40.839	41.006	сыграли
words@ipy1987m	@ipy1987m	41.006	41.173	с
words@ipy1987m	@ipy1987m	41.173	41.34	Блаватником
words@ipy1987m	@ipy1987m	41.34	41.507	тогда
words@ipy1987m	@ipy1987m	41.507	41.674	/
words@ipy1987m	@ipy1987m	41.674	41.841	в
words@ipy1987m	@ipy1987m	41.841	42.008	девяносто
words@ipy1987m	@ipy1987m	42.008	42.175	восьмом
words@ipy1987m	@ipy1987m	42.175	42.358	году
words@ipy1987m	@ipy1987m	42.81	43.058	и
words@ipy1987m	@ipy1987m	43.058	43.306	это
words@ipy1987m	@ipy1987m	43.309	43.828	ссс
words@ipy1987m	@ipy1987m	43.937	44.217	турнир
words@ipy1987m	@ipy1987m	44.217	44.497	по
words@ipy1987m	@ipy1987m	44.497	44.777	схеме
words@ipy1987m	@ipy1987m	44.777	45.057	человек
words@ipy1987m	@ipy1987m	45.057	45.337	плюс
words@ipy1987m	@ipy1987m	45.337	45.617	компьютер
words@ipy1987m	@ipy1987m	45.617	45.897	против
words@ipy1987m	@ipy1987m	45.897	46.177	человека
words@ipy1987m	@ipy1987m	46.177	46.457	плюс
words@ipy1987m	@ipy1987m	46.457	46.746	компьютера
words@ipy1987m	@ipy1987m	48.223	48.786	ааа
words@ipy1987m	@ipy1987m	48.985	49.234	выбирай
words@ipy1987m	@ipy1987m	49.234	49.483	любую
words@ipy1987m	@ipy1987m	49.483	49.732	систему
words@ipy1987m	@ipy1987m	49.732	49.981	которая
words@ipy1987m	@ipy1987m	49.981	50.23	нравится
words@ipy1987m	@ipy1987m	50.23	50.479	/
words@ipy1987m	@ipy1987m	50.479	50.728	выбирай
words@ipy1987m	@ipy1987m	50.728	50.977	любой
words@ipy1987m	@ipy1987m	50.977	51.226	компьютер
words@ipy1987m	@ipy1987m	51.226	51.475	который
words@ipy1987m	@ipy1987m	51.475	51.724	нравится
words@ipy1987m	@ipy1987m	51.724	51.973	/
words@ipy1987m	@ipy1987m	51.973	52.222	но
words@ipy1987m	@ipy1987m	52.222	52.471	оказывается
words@ipy1987m	@ipy1987m	52.471	52.731	что
words@ipy1987m	@ipy1987m	52.819	53.287	эммм
words@ipy1987m	@ipy1987m	53.287	53.573	человек
words@ipy1987m	@ipy1987m	53.573	53.859	плюс
words@ipy1987m	@ipy1987m	53.859	54.145	компьютер
words@ipy1987m	@ipy1987m	54.145	54.431	могут
words@ipy1987m	@ipy1987m	54.431	54.717	играть
words@ipy1987m	@ipy1987m	54.717	55.003	лучше
words@ipy1987m	@ipy1987m	55.003	55.289	чем
words@ipy1987m	@ipy1987m	55.289	55.575	просто
words@ipy1987m	@ipy1987m	55.575	55.861	компьютер
words@ipy1987m	@ipy1987m	55.861	56.147	и
